R(H = 0.3),T(H = 0.3),R(H = 1.0),T(H = 1.0),R(H = 3.0),T(H = 3.0),R(H = 9.0),T(H = 9.0)
,,,,,,1.38571987754015e-06,68.5802803
,,,,,,1.39447320559089e-06,68.5119171
,,,,,,1.44987662781194e-06,68.43785095
,,,,,,1.45432254595565e-06,68.36000825
,,,,,,1.38437520182121e-06,68.27721405
,,,,,,1.45287461762879e-06,68.1992035
,,,,,,1.41605414194598e-06,68.11314775
,,,,,,1.4222039446176e-06,68.03446195
,,,,,,1.40663338300073e-06,67.95845795
,,,,,,1.44551392616434e-06,67.8856125
,,,,,,1.42728167556104e-06,67.8066826
,,,,,,1.4316480709709e-06,67.72288515
,,,,,,1.44994062173166e-06,67.6519127
,,,,,,1.4109402060517e-06,67.58288195
,,,,,,1.44388411222656e-06,67.51248165
,,,,,,1.39202676008252e-06,67.4410095
,,,,,,1.44669518208448e-06,67.3661728
,,,,,,1.35573925527431e-06,67.2898445
,,,,,,1.38651632107732e-06,67.25234605
,,,,,,1.20613174083895e-06,67.2053528
,,,,,,1.13759922028541e-06,67.1912041
,,,,,,1.19914216042277e-06,67.17954635
,,,,,,1.34647991784081e-06,67.1745758
